 727   4   2   3   2   5   33   4   2   4   2   31   4   1   1   2   2   2   2   26666   3   1   466666666   1   6   1   5   5   5   5   4   2   2   2   1   2   2   1   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   1   3   6   2   1   1   7   3   3   3   2   2   3   4   4   4   3   6   6   3   3   6   1   3   8   4   3   2   2   6   4   1   2   4   4   3   2   2   1   21.0271086270,48342663 2122371.8578588881,2720588482 711626 212   2 3 166666 514106611 1 51 56611666 466 7364326632 423232122222222122221222211 61121222 426666666662232222122124222122222 335 48  4  642019
 243   3   1   2   2   3   34   4   3   5   3   31   166666666666666666666   2   1   26666   1   6   36666666666666666   3   5   3   4   3   2   2   1   2   2   2   1   2   2   1   1   2   2   1   2   2   2   2   1   2   2   1   2   2   2   3   1   1   8   3   7   5   8   8   2   2   1   4   4   4   6   6   6   6   6   5   3   2   3   4   2   3   1   9   2   2   2   2   4   2   2   1   4   43.3760039911,4632414811112335.2593383227,6252482751 511626 136   666 166666115666661666 52666611666 366 2261126632 4222321222222221222222222 8 71112222 526666666661231122245115221122122 421 47  466612019
1424   4   3   2   2   3   32   2   3   2   3   31   166666666666666666666   2   2   16666   1   6   2   1666666666666   4   5   5   5   4   2   2   2   1   2   2   1   2   2   3   2   2   2   2   2   2   2   1   2   2   2   2   2   2   1   2   2   2   8   2   7   2   3   3   3   1   1   2   4   2   1   1   6   1   2   2   4   2   7   1   3   1   1   1   4   2   3   4   3   3   2   3   2   20.4759671590,5323623352122360.5482926791,6217720182 611626 423   2 2 166666104666661666 2266661166666 6116621266566616122222222212122222222211 81121112 426666666662331322133332222121323 535 41  466652019
 930   3   3   3   1   4   34   4   1   5   2   31   2   1   2   2   2   2   2   26666   1   6666666666666   666666666   3   4   5   4   5   2   1   2   2   1   2   1   2   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2   1   1   1   1   1   3   7   2   1   4   3   4   3   3   3   2   6   6   6   3   6   6   2   3   1   3   2   1   2   3   3   1   2   1   3   2   4   1   1   40.5280740781,339016789116616 0.477692231,23466408511411626 313   2 5 666611 413 82222 6 96 216666666666 163212661666155121222222222221222222 9 51111112 426666666661232121121222222121312 733 10  1  432019
 598   3   1   2   2   5   34   5   2   5   2   31   5   1   1   2   2   2   2   26666   2   1   6   36666   1   6   3   4   5   3   5   3   2   2   1   1   1   2   2   2   2   1   2   2   2   1   2   2   2   2   2   2   2   1   2   2   2   2   3   1   8   2   8   2   4   4   3   3   3   3   4   4   2   3   3   2   6   6   1   3   5   5   3   4   1   7   2   2   2   3   3   2   2   2   3   4 0.125673260,4709807721133480.1592477060,3528105841 911626 212   2 4 1666661155116611 1 52 56611666 566 81654134266615322222221212122221221212 72133312 426666666662331421243224121122122 522 36  3  342019
1483   2   2   2   2   3   34   5   2   5   2   31   166666666666666666666   2   1   26666   1   6   1   3666666666666   4   5   5   5   4   1   2   1   1   2   2   1   2   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2   1   3   1   1   8   2   7   3   2   4   2   1   2   4   4   4   3   6   6   3   3   6   1   3   5   3   3   4   2   5   2   2   2   3   4   2   2   4   3   40.0363787810,6274953442122410.0477721680,5187601222 711626 123   2 2 166666115666661666 52666611666 566 5161126632 422132122222222122222222210 91122222 326666666662232122232124212222123 515 36  366612019
1118   4   3   1   2   3   359999   2   4   2   31   166666666666666666666   1   2   26666   1   6   1   1666666666666   4   5   4   5   4   2   2   2   2   2   2   1   1   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2   1   2   2   2   8   2   7   2   2   4   3   2   2   2   4   4   6   6   3   6   6   6   1   3   5   3   3   2   2   9   2   2   2   3   3   3   3   1   3   40.2066894250,6410552922144420.1816608080,45791509221011626 536   666 166666115666661666 52666641666 166 436111111666155221222222221222222222 7 51112222 412222222211232322221111212222112 422 66  666612019
1274   2   2   2   2   3   33   4   3   3   3   31   6   1   1   2   2   2   2   26666   3   1   6   1   1   1   6   1   4   5   3   5   3   2   2   1   2   1   2   1   2   2   1   2   2   2   2   2   2   2   1   2   2   2   1   2   2   2   3   6   2   7   1   7   2   2   2   2   3   4   3   4   4   1   1   6   3   1   6   2   2   7   3   5   3   1   5   2   2   2   3   3   3   2   3   3   40.1185940540,4476689951133460.1068663330,4181923631 811626 411   299 1666661155116611 1 51 16611666 566 14654134266615522221211112122222222210 32122222 326666666661231111122211221222213 524 36  3  442019
1370   4   3   1   2   2   34   5   2   4   2   41   4   1   1   2   2   2   2   16666   2   1   6   1   1   766666666   4   4   5   5   4   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   1   2   2   1   8   2   7   2   2   2   3   3   1   2   4   4   3   3   6   3   3   3   4   2   6   2   3   1   1   6   4   2   3   3   2   2   2   3   1   20.0359052210,4504240662133450.0331854180,4132322862 911626 411   2 7 1662661155116212 3 12 566121 166 6 96652266266617312122222222112221122211 31111212 326666666662341111452131121222222 413 32  3  442019
1289   3   1   1   2   5   32   2   4   2   4   21   2   1   2   2   2   2   2   26666   3   3666666666666   1   6   1   2   5   5   5   5   1   2   2   1   2   1   2   2   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2   1   2   1   1   1   1   6   2   5   4   2   3   1   4   4   2   3   3   6   3   1   6   4   2   8   3   6   3   2   2   4   2   3   3   3   3   3   1   2   30.1865235330,5667344782144410.1446001650,27315589521111626 513   2 5 3166661154102621 1 56 16666666 466114621266266617422222221112121222222277993131331 4266666666673223211622351221212211012 46  4  332019
 359   3   2   2   1   1   33   4   3   4   3   41   2   1   2   2   2   2   2   26666   1   6666666666666   666666666   5   5   3   4   4   1   1   2   2   1   2   2   2   2   1   2   2   2   2   2   2   2   1   2   1   2   2   1   2   2   1   2   1   6   5   8   2   3   4   3   4   2   3   3   3   6   5   6   6   6   6   1   3   7   3   5   1   1  10   3   2   2   4   3   4   3   2   3   4 1.020743270,6526751771166370.7965537840,43147267611411626 411   2 7 6666111155112222 6 56 36666666 566114611131166625252122222222222122221213101111111 626666666661241212245323121111411 724 36  3  312019
 106   4   1   4   1   2   32   2   4   2   4   24   2   2   2   2   2   1   2   26666   4   1   6   1   3666666666666   5   3   4   2   5   2   2   2   1   2   2   1   2   2   2   2   2   2   2   2   2   2   1   1   2   2   2   2   1   2   3   3   3   4   1   6   2   8   5   1   3   4   4   4   4   1   4   6   6   6   6   4   1   8   2   5   2   2   9   4   2   2   2   2   3   3   2   2   30.1056990990,4920226731133380.1348519210,65040865 1 911626 313   2 7 166666 833 86611 1 96 516666666666 46632266266614422122222222112212122210 41222222 226666666663232122211125212221114 445 20  2  542019
 112   2   2   3   2   2   32   2   5   1   5   21   2   1   2   2   2   2   2   26666   3   1   6   1   3   1   6   1   4   5   5   5   5   1   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   1   1   2   2   2   2   2   2   2   1   1   8   1   6   2   1   5   3   1   3   3   4   4   1   1   5   3   1   6   4   2   8   4   3   1   2   0   2   2   3   2   2   2   3   2   2   40.2514887450,4025137811133420.2948840440,2668669051 911626 313   2 4 1666661154106611 1 12 1661166666 6 96621266566614422222221112122222222211 81111212 426666666662122222283222222212113 533 32  3  432019
 188   3   2   3   2   5   32   2   4   3   4   21   2   1   2   2   2   2   2   26666   3   1   6   36666   1   6   1   2   4   3   5   4   1   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   1   2   1   2   2   2   2   2   2   1   2   9   2   6   3   2   3   3   4   2   4   4   3   3   4   4   2   2   3   4   3   6   3   5   3   2   2   2   2   3   3   3   3   3   1   39999 1.028356631,3110596192122311.3596468121,9126754412 711626 212   2 4 166666 934106611 1 12 9612166666 5 66621266266623252222121212112222222212 91121322 426666666661222222253533222111123 422 51  5  432019
 555   2   2   2   2   3   33   3   3   2   4   21   166666666666666666666   2   2   16666   1   6   1   1666666666666   4   5   5   5   5   1   1   1   1   2   2   1   2   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2   1   2   2   2   7   2   7   2   2   3   3   3   4   4   4   4   6   6   6   6   6   3   4   2   8   1   3   1   2   5   2   2   29999   2   3   3   1   3   40.4607587440,6696955722144320.4077294830,84416950521011626 136   666 166666104666661666 51666611666 4661136111122666131221222222221222222222 7 61112222 326666666663222322123113221221113 514 48  466612019
