 246   1   5266666666   36666   1   1   2   4   1   2   0   1   3   1   4   4   2   4   2   3   9   2   2   3   3   2   2   3   3   2   1   2   2   2   2   2   2   2   3   3   2   1   2   2   2   2   3   2   2   2   2   3   1   6   2   2   2   2   2   1   2   2   2   2   2   1   3999999999999999999999999   3   6   3   1   6   3   1   2   1   2   1   2   2   4   5   3   4   1   2   2   2   1   1   1   8   2   7   4   2   3   3   1   3   3   4   4   2   3   4   2   2   4   3   2   4   4   3   2   3   3   2   2   3   3   4   4   4   5   3   4   4   5   1   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2   16666666666666666   3   1   4   1   1  10   46666   9   4   2   2   3   1   4   4   4   2   2   2   2   2   1   2   2   1   1   2   2   2   4   2   1   1   7   1   3   3   4   3   3   3   2   1   31   16666   4   4   3   3   3   2   4   2211210211011626 41   1   2   7 16   6666115511   6   611 1 52 56611666 566 84621   1   2   11   66619432222221222122222222213102   1   1   1   1   1   2 5   2   6   6   6   6   6   6   6   6   632   3   1321142221122211112 712 36  3  3320190.1046797910,4353122951144420.1007059110,256465369
1224   2   6266666666   36666   2   2   166666666   2   0   2   2   2   4   5   2   5   2   3   9   2   2   2   2   2   3   3   3   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   1  10   2   2   2   2   2   2   1   1   2   2   2   2   2   1   2   2   1   2   1   26666666666666666666666666666   2   59999   666666666   1   2   2   2   2   2   2   2   3   1   3   1   2   2   2   1   1   1   1   3   8   3   4   5   2   3   3   3   4   4   2   3   4   2   2   4   1   3   4   2   4   4   1   3   4   3   2   4   4   5   1   5   2   4   5   3   1   4   4   2   2   2   2   2   2   2   1   2   2   2   2   2   2   16666666666666666   3   3   4   1   2  11   96666   9   4   4   3   4   3   2   2   2   4   2   2   2   2   1   4   1   1   3   2   1   2   3   3   1   1   7   2   4   2   2   4   1   1   2   2   226666   1   3   4   3   5   2   1   3   4111110821111626 21   2   2   3 16   6661 622 6   6   212 6 22 2661166666 4 56621   1   2   13   2 623252122222222122122222211 71   2   2   2   1   2   2 3   1   2   2   2   2   1   2   2   2   232   3   2222322222222212123 825 51  5  5320190.5738249610,6234149412155210.3581389480,552946325
1432   3   8266666666   36666   2   1   2   4   0   2   0   1   2   2   3   5   2   5   2   3   7   2   3   2   3   2   2   2   2   2   2   2   1   2   2   2   1   3   2   2   2   1   2   1   2   7   1   1   4   4   4   3   1   6   2   2   2   2   2   1   2   1   2   2   1   2   1   1   2   2   2   1   2   2   3   4666666666666   2   2   1   1   2   2   2   2   2   3   4   1   2   2   1   2   1   7   8   4   5   2   2   1   2   1   1   1   4   2   16666   3   16666   4   16666   4   16666   4   26666   4   16666   4   4   1   5   5   3   3   4   4   4   3   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2   16666666666666666   1   1   4   3   3   1  116666  13  11   4   4   2   2   2   2   1   4   2   1   2   2   2   4   4   3   1   1   1   4   2   2   1   1   9   2   4   1   2   3   2   1   1   4   11   26666   5   2   1   1   1   1   5   27112 8211211626 73   6   6  66 16   6666 72666   6   61666 966626666666666 86621   2   6   61   66615412222221112313133333312 91   1   1   1   1   1   2 4   1   2   2   2   2   2   2   2   2   113   4   1122132111221121111 835 20  2666220190.3428900351,88524561 115527   0.3214331,383478111
 675   1   91   1   0   36666   1   1   2   3   0   2   2   2   3   3   3   5   2   4   2   4  10   2   2   2   3   1   3   2   3   3   1   1   2   2   2   2   2   1   3   3   2   2   2   2   1   4   4   3   1   1   1   4   1   6   2   2   2   2   2   1   1   2   2   2   2   2   3999999999999999999999999   3   7   2   1   6   3   1   1   2   2   1   2   2   4   5   3   4   1   2   2   2   1   6   2   7   2   7   2   2   3   3   1   1   1   4   4   1   3   3   1   3   3   2   3   4   4   4   4   3   2   4   3   1   4   3   4   5   4   4   4   4   3   6   4   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   5   5   3   1   3   3   2   2   2   9   2   1   1   1   3   1   4   4   4   2   2   2   2   2   1   2   2   1   3   2   1   2   3   2   1   1   2   1   2   3   2   4   3   4   4   2   41   26666   4   5   5   3   3   4   3   37111 862 611626 21   2   2   4 16   6666115511   6   611 1 12 566221 166 6 86621   2   6   62   66624252212222212122222222213101   1   1   2   1   2   1 5   2   6   6   6   6   6   6   6   6   613   3   1222264322122112123 224 32  3  3320190.440328226NA         2122470.753898883NA         
 157   2   5266666666   36666   2   2   166666666   2   0   3   4   4   3   4   3   4   3   3   6   2   2   3   2   1   3   2   4   199999999999999999999999999996666   1   2   2   2   2   2   1   7   2   1   3   3   3   4   66666   2   2   2   2   2   1666666666666666666666666666666666666666666666666666666666666   5666666666666   2   2   1   2   1   2   2   2   2   16666   1   2   2   2   1   1   1   1   1   7   3   2   4   3   1   3   4   4   4   16666   4   16666   4   16666   4   16666   4   16666   4   16666   4   4   1   5   5   2   5   2   5   6   4   6   2   2   2   2   2   2   2   1   1   2   2   2   2   2   26666666666666666   4   2   4   2   16666   56666  12   1   2   1   3   3   4   4   4   5   2   2   2   2   1   4   1   1   1   1   1   2   2   3   1   1   5   1   1   1   1   1   4   4   4   2   11   26666   3   5   5   6   5   5   5   45111 8621411626 53   6   6  66 66   6616 62666   2   62666 4666666666666 2 46611   1   3   11   666233522221222222221222221 4 21   1   1   1   2   1   2 2   1   2   2   2   2   2   2   2   2   113   3   1222145424212222113 223 66  6666120190.4578186561,6078422412166250.2909884821,776805419
 961   2   7266666666   36666   2   2   166666666   2   0   2   2   2   5   5   1   5   2   3   8   2   2   2   2   2   3   3   3   2   1   2   2   2   2   2   2   2   4   3   2   2   2   2   1   8   2   2   1   1   1   4   66666   2   2   2   2   2   1666666666666666666666666666666666666666666666666666666666666   5   666666666   1   2   2   2   2   1   2   4   4   3   4   1   1   1   1   2   1   2   1   1   6   2   2   2   3   3   3   2   4   4   3   1   4   3   1   4   3   1   4   4   1   4   3   1   4   1   3   4   3   3   5   5   5   5   1   4   5   5   5   2   2   2   2   2   2   2   1   2   2   2   2   2   2   16666666666666666   2   2   1   2   1   1   5   7   3   4   3   3   3   3   5   5   3   5   2   2   2   2   1   4   1   2   2   1   1   1   1   1   1   1   8   2   2   1   1   3   3   2   2   2   31   26666   4   4   4   4   3   3   3   44112 9311411626 41   1   2   7 66   66111042 6   2   222 6 56 56666666 566 73621   1   2   11   66614522122222222222122222210 61   1   1   1   2   1   2 2   1   2   2   2   2   1   2   2   2   221   3   2122411121222121212 225 36  3  5320190.0361264860,6562009381166340.0244754050,269937568
 594   1   5266666666   36666   2   2   166666666   2   0   2   3   3   4   5   2   5   2   3   7   2   2   2   2   2   2   2   4   2   1   2   2   2   2   2   2   1   4   2   2   2   2   2   1   6   3   3   2   2   2   4   66666   2   2   2   2   2   1666666666666666666666666666666666666666666666666666666666666   5   666666666   1   2   2   2   2   2   2   2   4   1   4   1   2   2   2   1   1   1   1   9   8   2   1   6   3   3   4   1   4   4   4   1   4   3   2   4   4   1   4   4   1   4   3   1   4   1   3   4   4   4   5   5   2   5   3   5   5   5   5   2   2   2   2   2   2   2   1   2   2   2   2   2   2   16666666666666666   2   1   2   1   1   1   7   9   1   3   2   3   3   3   5   5   5   5   2   2   2   2   1   2   1   1   1   1   1   1   3   2   2   1   8   2   3   4   3   4   1   2   3   3   41   26666   3   5   5   5   2   2   4   45211 2311311626 41   1   2   7 66   6611 622 6   2   222 6 46 1666666666 4 16621   1   2   11   66615522122222222222122222210 61   1   1   1   2   2   2 4   2   6   6   6   6   6   6   6   6   612   3   2121324321222112123 522 61  6  5320190.9576232622,7716807351166250.7148202292,351420351
 265   3   51   2   0   36666   2   1   2   2   0   1   1   2   2   2   3   4   3   4   3   3   7   2   2   2   2   3   2   3   3   4   1   1   2   2   2   2   2   3   1   3   2   2   2   2   1   7   2   1   2   2   3   4   1   6   2   2   2   2   2   1   2   2   2   2   1   2   1   1   2   2   2   2   2   2   6   2   1   6   1   1   2   1   2   2   1   2   3   5   3   3   1   2   2   2   1   5   1   7   2   7   2   2   3   2   3   2   3   4   3   3   3   4   2   3   4   3   3   4   4   4   4   2   3   4   3   3   4   4   3   5   5   5   5   4   5   4   5   4   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   3   5   3   4   1   1   1   16666   3   7   2   2   2   2   3   2   4   4   5   2   2   2   2   2   1   2   1   2   2   1   1   3   2   2   1   1   6   2   3   2   2   3   3   2   3   3   326666   2   3   4   4   4   3   3   4   47300 011 611626 21   2   2   3 16   6666104410   6   611 1 12 5661166666 4116643   1   2   32   66615222122222222122221222211 61   1   1   1   2   2   2 4   2   6   6   6   6   6   6   6   6   641   2   2322111113222121213 535 51  5  4420180.0383469110,3589943051122420.0633330440,348667162
1132   2   9266666666   36666   1   1   2   8   0   2   0   2   3   1   5   5   2   5   2   4   9   2   2   2   2   1   1   2   4   4   2   1   2   2   2   2   2   3   3   3   2   2   2   2   1   4   2   1   1   1   3   3   1   1   2   2   2   2   2   1   2   1   2   2   2   26666666666666666666666666666   3   8   2666666666666   1   1   2   2   1   1   2   3   3   3   4   1   2   2   2   1   5   1   7   2   7   3   1   4   2   2   4   3   4   4   26666   3   16666   4   26666   3   46666   3   36666   1   26666   4   4   4   5   5   2   5   1   5   5   5   3   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1   16666   2   1   4   3   3   2   16666   3   7   9   5   1   2   4   2   4   4   4   2   1   2   2   2   2   1   1   1   1   1   1   3   3   2   1   1   2   1   2   3   4   4   1   2   2   2   426666   2   4   5   4   5   2   3   3   27111 971 811626 73   6   6  66 16   6666115666   6   61666 51666611666 566 83644   1   3   41   66619321212222222122221222211 71   1   1   1   1   1   2 5   2   6   6   6   6   6   6   6   6   613   4   1122211211121111213 723 36  3666220190.2052499730,386819322113347 0.279481590,340437136
1009   4   51   1   0   36666   2   2   166666666   2   0   3   3   3   4   4   2   4   3   3   3   1   2   1   2   2   3   3   4   2   1   2   2   2   2   2   2   2   4   2   2   1   2   2   2   7   2   2   1   1   1   4   66666   2   2   2   2   2   1666666666666666666666666666666666666666666666666666666666666   5   666666666   1   2   2   2   2   2   2   3   3   3   4   1   2   2   1   2   1   1   1   2   7   2   7   1   2   4   1   2   4   4   4   1   4   2   3   4   4   1   4   4   1   4   3   1   4   3   3   4   3   4   5   5   3   1   3   4   6   6   6   1   2   2   2   2   2   2   2   2   2   2   2   2   2   16666666666666666   1   1   2   3   3   1   7   9   2  11   2   3   3   1   4   4   4   2   2   2   2   2   1   3   1   1   1   1   1   1   3   2   1   1   8   1   1   1   2   4   2   1   2   4   41   16666   2   4   3   4   3   2   3   22111 9711311626 41   1   2   7 66   6611 621 4   2   222 6 56 56666666 466 73621   2   6   61   66623332222111221222122222277993   1   2   1   2   2   2 2   1   2   2   2   2   2   2   2   2   122   3   2122142221212222111 152 46  4  5320190.6053676071,8711942111155220.4661206491,240647806
